Cell name	numeric_P(Erythroid)	numeric_P(Granulocyte)	numeric_P(Lymphoid)	numeric_P(Dendritic cell)	numeric_P(Megakaryocyte)	numeric_P(Monocyte)	numeric_P(Basophil/Mast cell)	numeric_Total counts	numeric_Uniform	Louvain cluster	Library	Prep Batch	numeric_x	numeric_y
cell_174	0.0014039999999999999	0.01732	0.0024812	0.046865	0.00044956	0.9308700000000001	0.00060865	6403.0	0.0	2	1	1	620.35763	-158.29196000000002
cell_221	0.00096411	0.026206	0.0020767	0.066754	0.00027478	0.9033100000000001	0.00040963	6724.0	0.0	2	1	1	597.73162	-172.43219
cell_246	0.0025178	0.07634500000000001	0.0091321	0.038399	0.00082021	0.87151	0.0012778	5314.0	0.0	2	1	1	581.27993	-179.49061
cell_251	0.00066561	0.021691	0.0013896	0.021428	0.00019831	0.95434	0.00028468	5693.0	0.0	2	1	1	587.65066	-178.95141999999998
cell_259	0.0016534000000000002	0.01977	0.0028508	0.041849000000000004	0.00051836	0.93265	0.00071255	4777.0	0.0	2	1	1	625.73339	-157.07639
cell_263	1.0	4.0920999999999996e-15	3.1353e-16	0.0	2.2667e-15	0.0	0.0	3797.0	0.0	8	1	1	82.85025	-879.37058
cell_272	1.0	2.0884e-14	1.1123e-15	1.37e-15	3.3408000000000006e-17	1.0848000000000001e-14	4.9417e-16	4691.0	0.0	8	1	1	63.57408	-859.0654400000001
cell_323	0.0018728999999999998	0.023357	0.0034938	0.033968	0.00090308	0.9350700000000001	0.0013357999999999998	4373.0	0.0	2	1	1	583.50085	-161.02678999999998
cell_330	1.0	6.0861e-15	3.0272e-15	3.1983e-15	3.2116e-15	2.8831999999999996e-15	1.2509999999999998e-16	3934.0	0.0	8	1	1	67.18636	-863.84969
cell_338	3.5716e-05	6.723100000000001e-05	0.99908	0.00077144	6.7182e-06	3.3998e-05	6.463400000000001e-06	4011.0	0.0	10	1	1	419.53254000000004	-19.95051
cell_358	1.0	1.9480000000000003e-14	1.1735e-15	1.1323e-15	4.1512000000000003e-16	7.5335e-15	2.8817e-17	2826.0	0.0	8	1	1	81.26966	-881.21113
cell_362	1.0	3.214e-15	1.081e-15	4.4048999999999994e-16	3.4512000000000002e-16	2.8425e-15	3.195e-17	2840.0	0.0	8	1	1	73.34594	-871.6659599999999
cell_388	3.0988000000000005e-09	5.3576e-07	3.2533e-07	1.0	1.4826e-09	2.3349e-07	1.495e-09	3387.0	0.0	11	1	1	476.4759	-112.28553000000001
cell_397	1.0	2.974e-15	4.8593e-17	3.0365e-15	1.5284000000000001e-15	3.5687e-15	1.0150000000000001e-15	3138.0	0.0	8	1	1	70.64585	-868.6084199999999
cell_398	1.047e-05	2.0835e-05	0.9992700000000001	0.00067986	1.9791e-06	1.2718e-05	2.1552e-06	3871.0	0.0	10	1	1	422.62721	-7.101260000000001
cell_433	1.0	3.044e-15	1.6480999999999999e-15	5.1427e-16	3.9460000000000004e-16	4.103e-15	3.7618000000000004e-17	2738.0	0.0	8	1	1	80.68592	-880.72012
cell_448	2.271e-15	1.0	4.7936e-16	3.0288e-16	0.0	3.3432e-16	5.5103e-16	3111.0	0.0	3	1	1	563.73882	-880.8925300000001
cell_469	1.0	5.5278e-16	2.6455000000000003e-16	9.0498e-17	7.0517e-17	2.6869e-16	1.2678e-16	2464.0	0.0	8	1	1	83.2813	-878.9589599999999
cell_476	0.0008449999999999999	0.010231	0.0022231	0.019808000000000003	0.00018621	0.9664200000000001	0.00028484	2635.0	0.0	2	1	1	604.36582	-165.00406999999998
cell_479	1.1614e-16	1.0	1.0137e-15	4.4574e-16	1.7942e-17	6.2685e-16	0.0	2792.0	0.0	3	1	1	567.34434	-880.66624
cell_503	1.1316e-05	2.0749e-05	0.9991200000000001	0.00082703	1.9363e-06	1.2926e-05	2.1143000000000002e-06	2573.0	0.0	10	1	1	423.45628	-6.58108
cell_508	5.3884e-06	1.0351e-05	0.99946	0.00051287	9.117399999999999e-07	6.1035e-06	9.9879e-07	2225.0	0.0	10	1	1	422.72686	0.70187
cell_536	4.0165e-10	7.0436999999999996e-09	1.3509999999999999e-07	1.0	2.5761e-10	2.2765e-08	1.7796e-10	2113.0	0.0	11	1	1	479.49812000000003	-99.74526
cell_537	0.0011296	0.0054225	0.0015213	0.11125	0.00014747	0.88035	0.00018069	2311.0	0.0	2	1	1	588.20776	-154.81696000000002
cell_548	8.6432e-06	1.4765999999999999e-05	0.9993799999999999	0.0005769	1.6888999999999998e-06	1.1218e-05	1.8386e-06	1801.0	0.0	10	1	1	419.12183	-4.9407
cell_552	2.7871999999999997e-05	5.6453e-05	0.99915	0.00072457	5.9652e-06	2.9557e-05	5.5795000000000005e-06	2211.0	0.0	10	1	1	419.30823	-17.64732
cell_556	1.9256e-05	3.6321e-05	0.9981	0.0018116	2.6594e-06	2.2685e-05	2.9786e-06	2211.0	0.0	10	1	1	424.01025999999996	-11.245519999999999
cell_560	3.8360000000000005e-10	1.4609999999999998e-08	7.8857e-08	1.0	2.3704e-10	2.6025e-08	1.9494999999999998e-10	1859.0	0.0	11	1	1	480.20775	-101.69013000000001
cell_561	1.0	7.8018e-15	1.0800999999999997e-15	6.957499999999999e-16	3.0089e-16	5.7678e-15	3.4415e-17	1628.0	0.0	8	1	1	77.70514	-877.5443300000001
cell_562	0.00095407	0.010688	0.0024169	0.10718	0.0005717000000000001	0.87736	0.00083272	1866.0	0.0	2	1	1	595.66447	-149.63846
cell_563	4.3243e-10	1.997e-08	9.773999999999999e-08	1.0	2.2752e-10	3.3339e-08	1.8305000000000003e-10	1834.0	0.0	11	1	1	481.25287000000003	-101.15908
cell_564	2.8454e-15	1.0	7.119300000000001e-17	2.9905e-16	8.599800000000001e-18	1.0023999999999999e-15	4.239600000000001e-17	2236.0	0.0	3	1	1	561.62382	-884.4376300000001
cell_573	4.3243e-10	1.997e-08	9.773999999999999e-08	1.0	2.2752e-10	3.3339e-08	1.8305000000000003e-10	1693.0	0.0	11	1	1	481.82317	-101.68576999999999
cell_576	4.4068999999999996e-17	1.0	1.5681e-16	1.1737e-15	6.0001e-18	6.2519e-16	0.0	2131.0	0.0	3	1	1	558.08191	-883.0481699999999
cell_577	7.9362e-06	7.338099999999999e-06	0.99955	0.00042534	8.3885e-07	4.5064e-06	9.187600000000001e-07	1663.0	0.0	10	1	1	416.83977999999996	0.1489
cell_578	1.15e-09	4.787e-08	2.3053000000000001e-07	1.0	6.954400000000001e-10	7.8029e-08	5.8178e-10	2072.0	0.0	11	1	1	479.8625	-103.07871
cell_580	1.0	1.1541e-14	1.8926999999999998e-15	5.373499999999999e-16	4.7896e-16	6.6898e-15	4.7076e-17	1578.0	0.0	8	1	1	69.09825	-865.93095
cell_581	1.41e-15	1.0	6.4211e-16	1.3827e-15	4.1364e-16	9.984400000000001e-16	3.1944e-17	2056.0	0.0	3	1	1	561.98252	-885.48009
cell_586	6.1625e-06	1.0770999999999999e-05	0.9994200000000001	0.00055564	1.0896e-06	6.903099999999999e-06	1.2092e-06	1740.0	0.0	10	1	1	421.56362	-0.00831
cell_589	9.5591e-06	9.8629e-06	0.9994299999999999	0.0005428999999999999	1.0839e-06	5.9579999999999995e-06	1.202e-06	1535.0	0.0	10	1	1	417.01362	-1.26919
cell_590	1.0	9.7207e-16	5.8782e-16	1.9939e-16	0.0	5.547e-16	3.4849999999999996e-17	1407.0	0.0	8	1	1	74.59493	-873.9729199999999
cell_600	7.158099999999999e-06	1.3460999999999999e-05	0.9995	0.00046538	1.4703e-06	8.3408e-06	1.6172e-06	1593.0	0.0	10	1	1	417.80162	-5.2029
cell_664	7.7259e-15	1.0	3.3948e-16	3.0306e-17	0.0	6.0894e-17	0.0	1121.0	0.0	3	1	1	547.1242599999999	-887.04806
cell_668	6.1978999999999996e-06	9.8542e-06	0.9994200000000001	0.00055469	1.2267e-06	6.5615e-06	1.3499000000000002e-06	1285.0	0.0	10	1	1	418.26295	-1.6979400000000002
cell_682	1.9901e-06	3.1995e-06	0.99935	0.00064644	3.1183000000000006e-07	2.2075e-06	3.5356e-07	1142.0	0.0	10	1	1	427.16398	9.551739999999999
cell_705	0.043108	0.056001999999999996	0.011052	0.015397999999999998	0.015169	0.013865	0.84541	1041.0	0.0	6	1	1	171.47843	31.442970000000003
cell_706	1.5265e-15	1.0	1.2830999999999999e-15	3.4068e-16	2.1256999999999997e-17	4.4388e-16	0.0	851.0	0.0	3	1	1	547.57686	-884.2664599999999
cell_713	1.1803e-05	3.3839e-05	4.9057e-05	0.99971	1.267e-05	0.0001695	1.1795999999999999e-05	747.0	0.0	11	1	1	457.81014000000005	-121.01992
cell_722	8.632e-16	1.0	7.2607e-17	0.0	0.0	0.0	1.4998e-17	1065.0	0.0	3	1	1	552.3406	-890.08012
cell_735	1.0	3.3873000000000004e-15	3.7385999999999998e-16	2.1958e-16	1.0316000000000001e-16	2.8468000000000004e-15	4.5907e-17	1125.0	0.0	8	1	1	75.2676	-874.01454
cell_739	5.2613e-07	4.1783000000000003e-07	0.9999600000000001	3.6011e-05	6.4331e-08	2.9509e-07	7.0107e-08	775.0	0.0	10	1	1	417.67632000000003	8.90573
cell_827	0.00061064	0.0078488	0.0014180999999999998	0.055466999999999995	0.00019428	0.9341799999999999	0.00028221	6498.0	0.0	2	2	4	600.67252	-157.90195
cell_862	0.0021596	0.11834000000000001	0.005431399999999999	0.048554	0.00074737	0.8236399999999999	0.0011232999999999998	7892.0	0.0	2	2	4	593.0263	-183.77393
cell_877	0.0028616	0.062439	0.0044272	0.040256	0.00073828	0.8883	0.00097988	6791.0	0.0	2	2	4	585.3085599999999	-175.63001
cell_881	0.0017000999999999997	0.017556	0.0018904	0.034311	0.00025741	0.94391	0.00037665	6322.0	0.0	2	2	4	589.12485	-170.15073999999998
cell_900	0.0021030999999999997	0.012445	0.0014876	0.017467	0.00026718	0.96586	0.00037311	5899.0	0.0	2	2	4	607.1455599999999	-163.1769
cell_905	0.0021771	0.058025	0.0041824	0.044798000000000004	0.00068645	0.8892100000000001	0.0009212999999999999	6497.0	0.0	2	2	4	596.55561	-173.24606
cell_906	0.0016066	0.033261	0.0027343000000000003	0.035756	0.00044358	0.9255200000000001	0.00068117	6361.0	0.0	2	2	4	603.5319900000001	-170.19975
cell_979	0.001478	0.017426	0.0014559000000000002	0.063108	0.00026498	0.9159299999999999	0.00033965	6285.0	0.0	2	2	4	603.95188	-168.57318999999998
cell_1056	0.0016461	0.048161	0.0033308	0.031945	0.00053492	0.9136200000000001	0.00076613	5858.0	0.0	2	2	4	586.63056	-176.5929
cell_1082	1.0	1.5042e-15	6.8899e-17	1.105e-15	4.3183999999999993e-16	1.2382999999999998e-15	2.3172999999999997e-16	3042.0	0.0	8	2	4	83.94345	-881.0136
cell_1108	0.002095	0.032872000000000005	0.02471	0.030452	0.00076357	0.9076299999999999	0.0014768	4672.0	0.0	2	2	4	590.12581	-163.93767
cell_1144	0.002041	0.052663	0.0038546999999999995	0.038120999999999995	0.0006635	0.90176	0.00089519	5815.0	0.0	2	2	4	583.14724	-175.49443
cell_1146	1.0	1.5143e-15	2.1806999999999997e-15	1.0351e-15	2.3578e-16	1.4618e-15	1.1392e-15	2618.0	0.0	8	2	4	81.88676	-878.9234
cell_1228	0.0020837	0.072907	0.004222699999999999	0.039058999999999996	0.00070787	0.8800100000000001	0.0010093	5196.0	0.0	2	2	4	598.1969	-177.46532
cell_1248	1.0704000000000001e-05	2.4035e-05	0.9990899999999999	0.00085602	1.6969e-06	1.2328e-05	1.8618000000000001e-06	3687.0	0.0	10	2	4	420.47354	-6.967510000000001
cell_1252	0.0025675999999999997	0.058799000000000004	0.0046164	0.033541	0.00085586	0.8984700000000001	0.0011480000000000001	4703.0	0.0	2	2	4	601.61295	-170.53833
cell_1264	0.00072406	0.0050284	0.00069186	0.024406	0.00013116	0.96883	0.00018821	3861.0	0.0	2	2	4	603.02309	-161.19361999999998
cell_1326	0.00063085	0.0077223	0.001916	0.030949	0.00022955	0.95821	0.00033898	3648.0	0.0	2	2	4	619.0729200000001	-153.20622
cell_1352	0.0014219	0.028145	0.0049223	0.021344	0.00054177	0.94194	0.0016809000000000001	4919.0	0.0	2	2	4	600.87878	-162.64141999999998
cell_1356	0.00066061	0.009655500000000001	0.0010002000000000001	0.015484	0.00015004	0.97283	0.00021584	3707.0	0.0	2	2	4	605.1573599999999	-167.01939
cell_1358	0.0010370999999999998	0.013616	0.0044821	0.068621	0.00032949	0.91138	0.0005346	3093.0	0.0	2	2	4	627.73556	-155.30924
cell_1441	0.0011300999999999998	0.015995	0.0022646999999999997	0.070086	0.00041259	0.9096200000000001	0.00049003	2936.0	0.0	2	2	4	593.4803	-159.79536000000002
cell_1452	3.7172e-06	6.4711e-06	0.99964	0.00034384	7.5663e-07	4.7433e-06	8.305200000000001e-07	2376.0	0.0	10	2	4	420.09047999999996	-4.6846
cell_1492	8.1121e-06	1.4909e-05	0.9991	0.00086757	1.4306000000000001e-06	1.051e-05	1.5644999999999998e-06	2745.0	0.0	10	2	4	422.35666	-5.3885
cell_1494	4.5556e-06	7.5138e-06	0.99565	0.0043307	7.7571e-07	5.3701e-06	9.3295e-07	2404.0	0.0	10	2	4	425.90820999999994	-0.7762600000000001
cell_1495	1.476e-15	1.0	1.0050000000000002e-15	2.8335e-15	6.6435e-16	8.0864e-16	1.2826999999999999e-16	2963.0	0.0	3	2	4	565.6152	-881.0695400000001
cell_1541	1.8385e-05	3.2484e-05	0.99892	0.00098494	3.1964e-06	3.2736999999999995e-05	3.4888999999999997e-06	2165.0	0.0	10	2	4	422.78885999999994	-12.96583
cell_1543	0.04527	0.062523	0.011956	0.016576	0.016136	0.016199	0.83134	2595.0	0.0	6	2	4	199.1345	1.94513
cell_1551	9.934100000000002e-07	1.4997e-06	0.99987	0.0001238	1.5423e-07	1.0282e-06	1.6972000000000001e-07	2432.0	0.0	10	2	4	423.6313	10.993310000000001
cell_1557	1.0	1.8265e-14	2.0699e-15	7.303e-16	4.1233000000000004e-16	8.183499999999999e-15	3.2655e-17	1690.0	0.0	8	2	4	77.41713	-874.7773599999999
cell_1563	6.1231000000000004e-15	1.0	7.971499999999999e-16	9.216699999999998e-16	4.0429000000000006e-16	2.9936e-15	0.0	3276.0	0.0	3	2	4	566.62218	-878.3215
cell_1568	2.7325e-05	4.9305e-05	0.99908	0.00080242	3.5385e-06	3.1083e-05	3.985e-06	2275.0	0.0	10	2	4	423.05571	-14.246070000000001
cell_1573	1.6214999999999998e-09	3.2096e-08	1.3576e-07	1.0	1.5954e-09	3.7781e-08	1.4575e-09	1954.0	0.0	11	2	4	475.3007	-105.7968
cell_1592	9.5596e-07	1.4806999999999999e-06	0.9997799999999999	0.00021789	1.4377e-07	1.0178e-06	1.6201e-07	2111.0	0.0	10	2	4	426.27878	11.0682
cell_1617	0.0026466999999999997	0.029763	0.0086872	0.032024000000000004	0.0010097	0.9244600000000001	0.0014059	2290.0	0.0	2	2	4	579.62544	-163.60978
cell_1651	5.8452e-10	3.0008e-08	7.0281e-07	1.0	4.2743999999999997e-10	2.7033e-08	3.8404e-10	2491.0	0.0	11	2	4	477.60526	-103.35852
cell_1663	0.080195	0.040561	0.036081	0.11058	0.64686	0.032519	0.053209000000000006	2080.0	0.0	6	2	4	320.53911	25.38203
cell_1699	1.0	3.587e-15	3.8267e-15	2.1529e-15	4.5994e-16	1.1982e-15	1.932e-15	1714.0	0.0	8	2	4	77.83258000000001	-874.75036
cell_1722	0.0014465	0.030781	0.0024968000000000004	0.035588	0.00042527	0.9286700000000001	0.00059421	2570.0	0.0	2	2	4	587.60242	-173.06372
cell_1724	4.307e-05	4.7948e-05	0.99945	0.00042605	3.4898e-06	2.0623000000000002e-05	4.9023000000000005e-06	2096.0	0.0	10	2	4	418.18217999999996	-14.63724
cell_1732	7.2102e-16	1.0	9.157499999999999e-17	0.0	0.0	0.0	7.1108e-17	1889.0	0.0	3	2	4	558.98925	-875.4173400000001
cell_1743	1.0	5.6125e-15	1.5586e-15	1.5144e-16	7.236000000000001e-16	3.0688e-15	4.6138e-17	1387.0	0.0	8	2	4	83.24534	-880.4087599999999
cell_1746	1.0	3.3463999999999997e-15	1.1802999999999999e-15	4.191e-16	4.6154e-16	3.4506e-15	2.1531e-17	1760.0	0.0	8	2	4	79.00638000000001	-877.0604699999999
cell_1750	1.0	2.4359e-15	1.4765999999999998e-15	4.1827e-15	1.6407e-15	1.8734999999999998e-15	2.4044e-15	1112.0	0.0	8	2	4	82.47901999999999	-880.3087199999999
cell_1753	9.2385e-06	1.7381e-05	0.9995799999999999	0.00037843	1.3396e-06	1.0371e-05	1.4908000000000002e-06	1745.0	0.0	10	2	4	421.99907	-9.09198
cell_1761	4.5282e-06	8.107899999999999e-06	0.99902	0.00095868	7.8433e-07	5.1657e-06	8.6917e-07	1515.0	0.0	10	2	4	423.5853	1.92989
cell_1772	0.10298	0.049767	0.04305	0.1299	0.5574600000000001	0.038723	0.07811699999999999	1919.0	0.0	6	2	4	315.85231	-0.0061
cell_1782	1.0	3.6115000000000004e-15	1.4312e-15	7.5034e-16	4.0338e-16	4.630600000000001e-15	1.7928e-17	1135.0	0.0	8	2	4	84.86861	-879.28425
cell_1794	6.3761e-06	1.0775e-05	0.9994299999999999	0.00054081	1.105e-06	6.9364e-06	1.2205e-06	1681.0	0.0	10	2	4	420.43064000000004	-1.3024200000000001
cell_1816	1.0	2.0493000000000004e-15	8.0054e-16	8.4315e-17	2.0818000000000004e-17	2.5856999999999998e-15	6.8278e-17	1149.0	0.0	8	2	4	81.01828	-878.2312599999999
cell_1818	9.646000000000001e-16	1.0	3.1156e-17	7.2283e-18	0.0	4.6493e-16	0.0	1902.0	0.0	3	2	4	553.70167	-894.60235
cell_1819	0.07585900000000001	0.038791	0.03599	0.11237	0.65612	0.031331	0.049541	1646.0	0.0	6	2	4	320.17874	27.78006
cell_1820	1.099e-05	1.7364000000000002e-05	0.9994299999999999	0.0005257	1.6131e-06	9.7799e-06	1.8503e-06	1872.0	0.0	10	2	4	419.01206	-5.8349
cell_1821	1.0323999999999998e-06	1.4694e-06	0.99984	0.00015585	1.6952999999999998e-07	1.0203e-06	1.9523e-07	1776.0	0.0	10	2	4	424.77952	10.508519999999999
cell_1826	1.0	2.9005999999999997e-16	9.844799999999999e-17	5.8877e-17	5.1918e-17	1.8303000000000001e-16	1.5031e-17	1507.0	0.0	8	2	4	84.22616	-878.30455
cell_1842	1.0	3.8414000000000005e-15	1.3117e-15	4.1238e-16	4.07e-16	4.3254e-15	3.2928e-17	1155.0	0.0	8	2	4	76.94518000000001	-877.4807300000001
cell_1846	3.4542e-17	1.0	2.0574000000000002e-17	4.466599999999999e-16	0.0	9.509700000000001e-16	0.0	1959.0	0.0	3	2	4	563.8897099999999	-885.79795
cell_1853	1.0964999999999999e-09	1.3423e-08	4.4482999999999995e-08	1.0	5.6079e-10	2.6991999999999998e-08	5.282899999999999e-10	1608.0	0.0	11	2	4	477.92679000000004	-101.77404
cell_1856	2.2321e-05	3.9212e-06	0.99916	0.00081139	1.0439e-06	2.9076999999999997e-06	1.0611e-06	1911.0	0.0	10	2	4	411.67618	-3.3402
cell_1878	1.0	3.0081e-15	4.5841e-16	2.2919e-16	7.0637e-17	1.6830999999999999e-15	1.7344000000000003e-17	1350.0	0.0	8	2	4	79.62558	-878.54785
cell_1883	0.047292	0.051275	0.011117	0.015459	0.015411000000000001	0.013704	0.8457399999999999	1486.0	0.0	6	2	4	207.36727	-3.11294
cell_1905	5.843100000000001e-15	1.0	1.7896e-15	3.1779e-15	1.181e-15	1.5065999999999999e-15	5.7781e-16	1902.0	0.0	3	2	4	556.10271	-885.5242
cell_1911	3.0701999999999996e-09	5.9043e-07	3.6154000000000005e-07	1.0	1.6154000000000002e-09	2.064e-07	1.7061e-09	1617.0	0.0	11	2	4	475.93675	-115.13767
cell_1918	1.0	2.4986999999999998e-15	3.0920000000000002e-16	3.0070999999999996e-18	1.27e-15	1.4767e-16	0.0	1097.0	0.0	8	2	4	81.74053	-879.4462
cell_1935	5.121599999999999e-06	9.6266e-06	0.99954	0.00043982	8.640100000000001e-07	6.9896e-06	9.534299999999999e-07	1587.0	0.0	10	2	4	425.6854	1.51693
cell_1939	5.611799999999999e-06	9.7438e-06	0.99951	0.00046639	9.7935e-07	8.5058e-06	1.0475e-06	1716.0	0.0	10	2	4	422.96699	-0.14674
cell_1954	1.0632000000000001e-05	1.8718e-05	0.99935	0.00060395	1.8288e-06	1.6418e-05	1.9799e-06	1600.0	0.0	10	2	4	423.85865	-4.59446
cell_1966	6.7137e-06	1.2580999999999999e-05	0.9995299999999999	0.00043619	1.2075e-06	9.1852e-06	1.31e-06	1612.0	0.0	10	2	4	422.31069	-3.68729
cell_1969	4.7262e-08	9.62e-07	1.4687999999999999e-05	0.99998	4.5829000000000006e-08	9.078e-07	4.5022000000000004e-08	1132.0	0.0	11	2	4	456.48078	-122.24761000000001
cell_1976	5.325e-07	1.8442e-07	0.99998	1.42e-05	3.9693000000000003e-08	1.2430999999999998e-07	3.5659e-08	1419.0	0.0	10	2	4	405.55055	-3.29903
cell_1985	2.5056e-07	2.4826000000000003e-07	0.99997	3.3585e-05	2.981e-08	1.7766e-07	3.234e-08	1536.0	0.0	10	2	4	424.13446	20.10801
cell_1999	0.034988	0.044699	0.009179600000000001	0.0127	0.012598999999999999	0.011321	0.87451	1343.0	0.0	6	2	4	184.79075	15.76283
cell_2009	2.9634e-05	0.00012293	0.99913	0.00066723	4.3356e-06	4.2187e-05	4.8684e-06	1405.0	0.0	10	2	4	422.35033	-17.19466
cell_2010	1.2443999999999999e-06	1.8989e-06	0.99956	0.00043898	1.9992e-07	1.3436000000000001e-06	2.2653000000000003e-07	1385.0	0.0	10	2	4	426.25962999999996	12.54914
cell_2013	0.0017484999999999998	0.068069	0.0035342	0.02725	0.00064421	0.8977799999999999	0.00097666	1422.0	0.0	2	2	4	597.75409	-173.62627
cell_2028	1.7761e-14	1.0	9.3599e-16	1.6083e-15	2.4707e-16	3.3873000000000004e-15	4.1016999999999997e-17	1473.0	0.0	3	2	4	558.07775	-885.1682300000001
cell_2036	1.8283e-15	1.0	3.6470000000000004e-17	0.0	0.0	2.2986e-16	0.0	1416.0	0.0	3	2	4	554.3819900000001	-897.8285800000001
cell_2047	6.2562e-06	1.1710999999999998e-05	0.9989	0.0010686	1.1623e-06	8.7312e-06	1.2715e-06	1373.0	0.0	10	2	4	423.28912	-3.90936
cell_2049	1.2099e-11	1.105e-10	4.799e-10	1.0	3.9427e-12	8.8976e-10	4.1812e-12	1301.0	0.0	11	2	4	487.04725	-95.34738
cell_2053	1.5197e-09	4.9762000000000006e-08	7.0595e-08	1.0	5.341599999999999e-10	1.1106e-07	5.655399999999999e-10	1054.0	0.0	11	2	4	483.29062999999996	-102.3805
cell_2070	1.6797000000000001e-09	2.2129e-08	1.5048e-06	1.0	1.8945e-09	2.9228000000000002e-08	9.376e-10	1222.0	0.0	11	2	4	473.16042999999996	-102.72133000000001
cell_2073	1.0	2.9572e-15	9.9567e-16	1.5051e-16	1.7212e-17	4.0868e-15	1.9503000000000002e-17	1038.0	0.0	8	2	4	82.66471999999999	-879.6402400000001
cell_2078	1.0	1.7932e-15	1.5696e-15	2.4149000000000003e-15	1.1323e-15	3.3570999999999997e-15	4.6375e-16	1005.0	0.0	8	2	4	74.78075	-875.89454
cell_2099	1.0	3.152e-15	1.5202e-15	7.7804e-16	4.601600000000001e-16	4.7033000000000005e-15	1.4574e-17	998.0	0.0	8	2	4	84.36223000000001	-879.59518
cell_2113	2.4305e-12	2.1304000000000002e-11	9.8023e-11	1.0	6.0506e-13	2.4268999999999997e-10	6.7544e-13	916.0	0.0	11	2	4	491.53638	-91.02903
cell_2115	3.1083e-13	7.3056e-12	1.066e-10	1.0	2.2433000000000001e-13	2.1295999999999998e-11	1.4069e-13	1149.0	0.0	11	2	4	492.10797	-88.86748
cell_2127	1.0	6.043600000000001e-15	8.5853e-16	2.2938999999999997e-16	1.5604e-16	4.2353e-15	8.654500000000001e-17	993.0	0.0	8	2	4	68.20014	-867.9882699999999
cell_2132	0.037337999999999996	0.044895	0.009690899999999999	0.013377000000000002	0.013399000000000001	0.011898	0.8694	1288.0	0.0	6	2	4	187.35136	11.00308
cell_2142	2.7987999999999998e-06	2.577e-06	0.99979	0.00019852	3.093e-07	1.7278e-06	3.339e-07	1078.0	0.0	10	2	4	418.06115	4.22128
cell_2146	8.2233e-06	1.4540999999999999e-05	0.9993799999999999	0.00058484	1.6136e-06	1.1415999999999999e-05	1.7527000000000002e-06	1048.0	0.0	10	2	4	425.41085	-4.26815
cell_2148	4.0396e-16	1.0	1.1658999999999999e-16	1.4551e-16	0.0	1.6328e-15	1.4303e-17	1329.0	0.0	3	2	4	564.20403	-885.0893699999999
cell_2149	3.6387e-07	3.3994e-07	0.9999600000000001	3.6982e-05	4.0149e-08	2.3196999999999998e-07	4.3296e-08	951.0	0.0	10	2	4	422.42454000000004	19.52829
cell_2151	6.2925e-14	1.2032e-12	1.2863e-11	1.0	6.9885e-14	4.0016e-12	3.2313999999999996e-14	1017.0	0.0	11	2	4	498.41183	-81.81479
cell_2160	1.0	3.1034000000000003e-15	1.3155e-15	3.3481e-16	2.9727e-16	4.2498000000000005e-15	0.0	743.0	0.0	8	2	4	79.82114	-880.76628
cell_2173	2.0704000000000002e-13	3.1556e-12	2.9023000000000003e-11	1.0	1.1303e-13	1.7154e-11	7.8373e-14	835.0	0.0	11	2	4	496.44712000000004	-83.81681
cell_2179	1.7878e-13	2.6894e-12	2.3464e-11	1.0	1.0178e-13	1.4803e-11	6.9288e-14	733.0	0.0	11	2	4	497.72220999999996	-83.33503
cell_2182	3.5722000000000003e-06	6.5921e-06	0.99971	0.00027849	6.9263e-07	4.0289e-06	7.511100000000001e-07	898.0	0.0	10	2	4	418.5991	-3.89295
cell_2187	6.9189e-11	2.0030000000000002e-09	8.6982e-09	1.0	3.4802e-11	5.721699999999999e-09	2.6750999999999997e-11	1042.0	0.0	11	2	4	484.88229	-98.13337
cell_2203	9.9508e-06	8.460199999999999e-06	0.99859	0.0013880000000000001	1.0978e-06	5.8664e-06	1.2293e-06	787.0	0.0	10	2	4	419.74008	2.69092
cell_2213	1.4363e-07	8.6479e-08	0.9999899999999999	8.3516e-06	1.2501e-08	5.6178e-08	1.264e-08	833.0	0.0	10	2	4	413.25604	11.19168
